City,DIVISION NUMBER,DIVISION NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL ACCREDITATION RATING,ENGLISH,ENGLISH STATUS,MATHEMATICS,MATHEMATICS STATUS,HISTORY,HISTORY STATUS,SCIENCE,SCIENCE STATUS,GCI,GCI Status
Richmond,123,Richmond City,3119,Patrick Henry School Of Science And Arts,Accredited with Warning,75,Meets Benchmark,65,Warned,77,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
Richmond,123,Richmond City,3110,Richmond Alternative,Accredited with Warning,22,Warned,22,Warned,21,Warned,40,Warned,-,Does not have a Graduating Class
Richmond,123,Richmond City,3200,Richmond Career Education and Employment (Charter School),Fully Accredited,100,Meets Benchmark,100,Meets Benchmark,100,Meets Benchmark,100,Meets Benchmark,-,Does not have a Graduating Class
Richmond,123,Richmond City,452,Richmond Community High,Fully Accredited,99,Meets Benchmark,82,Meets Benchmark,92,Meets Benchmark,96,Meets Benchmark,100,Meets Benchmark
Richmond,123,Richmond City,1480,Southampton Elementary,Accredited with Warning,68,Warned,67,Warned,82,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
Richmond,123,Richmond City,210,Swansboro Elementary,Accredited with Warning,48,Warned,65,Warned,78,Meets Benchmark,52,Warned,-,Does not have a Graduating Class
Richmond,123,Richmond City,480,Thomas C. Boushall Middle,Conditionally Accredited,53,Warned,55,Warned,79,Meets Benchmark,61,Warned,-,Does not have a Graduating Class
Richmond,123,Richmond City,20,Thomas Jefferson High,Accredited with Warning,88,Meets Benchmark,53,Warned,74,Meets Benchmark,72,Meets Benchmark,92,Meets Benchmark
Richmond,123,Richmond City,660,Westover Hills Elementary,Accredited with Warning,67,Warned,74,Meets Benchmark,76,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Richmond,123,Richmond City,200,William Fox Elementary,Fully Accredited,84,Meets Benchmark,79,Meets Benchmark,92,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
Richmond,123,Richmond City,650,Woodville Elementary,Accredited with Warning,36,Warned,46,Warned,71,Meets Benchmark,48,Warned,-,Does not have a Graduating Class
,79,Richmond County,210,Rappahannock High,Fully Accredited,88,Meets Benchmark,74,Meets Benchmark,77,Meets Benchmark,72,Meets Benchmark,94,Meets Benchmark
,79,Richmond County,20,Richmond County Elementary,Fully Accredited,78,Meets Benchmark,74,Meets Benchmark,86,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,79,Richmond County,190,Richmond County Intermediate,Fully Accredited,78,Meets Benchmark,87,Meets Benchmark,89,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,280,Addison Aerospace Magnet Middle,Accredited with Warning,64,Warned,68,Warned,75,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,210,Breckinridge Middle,Accredited with Warning,60,Warned,71,Meets Benchmark,79,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,20,Crystal Spring Elementary,Fully Accredited,95,Meets Benchmark,99,Meets Benchmark,100,Meets Benchmark,97,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,410,Fairview Elementary,Fully Accredited,77,Meets Benchmark,73,Meets Benchmark,78,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,50,Fallon Park Elementary,Fully Accredited,76,Meets Benchmark,81,Meets Benchmark,78,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,380,Fishburn Park Elementary,Fully Accredited,82,Meets Benchmark,81,Meets Benchmark,86,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,300,Garden City Elementary,Accredited with Warning,63,Warned,67,Warned,77,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,310,Grandin Court Elementary,Fully Accredited,87,Meets Benchmark,81,Meets Benchmark,91,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,110,Highland Park Elementary,Fully Accredited,79,Meets Benchmark,79,Meets Benchmark,88,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,420,Hurt Park Elementary,Accredited with Warning,56,Warned,73,Meets Benchmark,80,Meets Benchmark,64,Warned,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,450,James Madison Middle,Fully Accredited,75,Meets Benchmark,82,Meets Benchmark,83,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,340,Lincoln Terrace Elementary,Accredited with Warning,61,Warned,78,Meets Benchmark,86,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,370,Monterey Elementary,Fully Accredited,78,Meets Benchmark,85,Meets Benchmark,86,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,60,Morningside Elementary,Accredited with Warning,68,Warned,81,Meets Benchmark,78,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,390,Patrick Henry High,Fully Accredited,85,Meets Benchmark,73,Meets Benchmark,83,Meets Benchmark,74,Meets Benchmark,85,Meets Benchmark
Roanoke,124,Roanoke City,240,Preston Park Elementary,Fully Accredited,76,Meets Benchmark,86,Meets Benchmark,89,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,220,Roanoke Academy For Mathematics & Science Elementary,Accredited with Warning,60,Warned,86,Meets Benchmark,85,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,320,Round Hill Elementary,Accredited with Warning,64,Warned,81,Meets Benchmark,77,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,230,Stonewall Jackson Middle,Accredited with Warning,61,Warned,72,Meets Benchmark,76,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,70,Virginia Heights Elementary,Fully Accredited,75,Meets Benchmark,78,Meets Benchmark,80,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,90,Wasena Elementary,Fully Accredited,76,Meets Benchmark,86,Meets Benchmark,91,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,350,Westside Elementary,Accredited with Warning,68,Warned,76,Meets Benchmark,82,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
Roanoke,124,Roanoke City,400,William Fleming High,Fully Accredited,81,Meets Benchmark,79,Meets Benchmark,80,Meets Benchmark,73,Meets Benchmark,85,Meets Benchmark
Roanoke,124,Roanoke City,150,Woodrow Wilson Middle,Accredited with Warning,73,Warned,78,Meets Benchmark,83,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,420,Back Creek Elementary,Fully Accredited,88,Meets Benchmark,90,Meets Benchmark,94,Meets Benchmark,95,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,752,Bonsack Elementary,Fully Accredited,81,Meets Benchmark,91,Meets Benchmark,96,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,180,Burlington Elementary,Fully Accredited,75,Meets Benchmark,70,Meets Benchmark,84,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,560,Cave Spring Elementary,Fully Accredited,84,Meets Benchmark,80,Meets Benchmark,92,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,470,Cave Spring High,Fully Accredited,94,Meets Benchmark,96,Meets Benchmark,96,Meets Benchmark,94,Meets Benchmark,95,Meets Benchmark
,80,Roanoke County,620,Cave Spring Middle,Fully Accredited,91,Meets Benchmark,97,Meets Benchmark,96,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,330,Clearbrook Elementary,Fully Accredited,87,Meets Benchmark,88,Meets Benchmark,93,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,40,Fort Lewis Elementary,Fully Accredited,85,Meets Benchmark,88,Meets Benchmark,88,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,650,Glen Cove Elementary,Fully Accredited,75,Meets Benchmark,82,Meets Benchmark,85,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,490,Glenvar Elementary,Fully Accredited,78,Meets Benchmark,82,Meets Benchmark,91,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,610,Glenvar High,Fully Accredited,95,Meets Benchmark,89,Meets Benchmark,93,Meets Benchmark,91,Meets Benchmark,94,Meets Benchmark
,80,Roanoke County,751,Glenvar Middle,Fully Accredited,83,Meets Benchmark,88,Meets Benchmark,90,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,600,Green Valley Elementary,Fully Accredited,88,Meets Benchmark,89,Meets Benchmark,96,Meets Benchmark,97,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,540,Herman L. Horn Elementary,Fully Accredited,79,Meets Benchmark,77,Meets Benchmark,74,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,754,Hidden Valley High,Fully Accredited,97,Meets Benchmark,86,Meets Benchmark,94,Meets Benchmark,93,Meets Benchmark,98,Meets Benchmark
,80,Roanoke County,10,Hidden Valley Middle,Fully Accredited,87,Meets Benchmark,93,Meets Benchmark,92,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,530,Mason's Cove Elementary,Fully Accredited,77,Meets Benchmark,84,Meets Benchmark,82,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,290,Mount Pleasant Elementary,Fully Accredited,76,Meets Benchmark,88,Meets Benchmark,90,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,500,Mountain View Elementary,Fully Accredited,79,Meets Benchmark,76,Meets Benchmark,83,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,520,Northside High,Fully Accredited,94,Meets Benchmark,87,Meets Benchmark,84,Meets Benchmark,81,Meets Benchmark,94,Meets Benchmark
,80,Roanoke County,640,Northside Middle,Fully Accredited,81,Meets Benchmark,86,Meets Benchmark,89,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,480,Oak Grove Elementary,Fully Accredited,83,Meets Benchmark,81,Meets Benchmark,88,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,50,Penn Forest Elementary,Fully Accredited,85,Meets Benchmark,86,Meets Benchmark,99,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,60,W.E. Cundiff Elementary,Fully Accredited,75,Meets Benchmark,75,Meets Benchmark,77,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,80,Roanoke County,630,William Byrd High,Fully Accredited,91,Meets Benchmark,81,Meets Benchmark,89,Meets Benchmark,89,Meets Benchmark,97,Meets Benchmark
,80,Roanoke County,232,William Byrd Middle,Fully Accredited,80,Meets Benchmark,91,Meets Benchmark,92,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,81,Rockbridge County,650,Central Elementary,Accredited with Warning,63,Warned,72,Meets Benchmark,82,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,81,Rockbridge County,150,Fairfield Elementary,Accredited with Warning,61,Warned,62,Warned,81,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,81,Rockbridge County,678,Maury River Middle School,Accredited with Warning,73,Warned,82,Meets Benchmark,80,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,81,Rockbridge County,340,Mountain View Elementary,Fully Accredited,84,Meets Benchmark,86,Meets Benchmark,91,Meets Benchmark,90,Meets Benchmark,-,Does not have a Graduating Class
,81,Rockbridge County,641,Natural Bridge Elementary,Accredited with Warning,56,Warned,57,Warned,71,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,81,Rockbridge County,22,Rockbridge County High,Fully Accredited,85,Meets Benchmark,79,Meets Benchmark,85,Meets Benchmark,85,Meets Benchmark,86,Meets Benchmark
,82,Rockingham County,870,Broadway High,Fully Accredited,85,Meets Benchmark,86,Meets Benchmark,91,Meets Benchmark,85,Meets Benchmark,93,Meets Benchmark
,82,Rockingham County,861,Cub Run Elementary,Fully Accredited,82,Meets Benchmark,87,Meets Benchmark,86,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,391,East Rockingham High,Fully Accredited,92,Meets Benchmark,92,Meets Benchmark,96,Meets Benchmark,92,Meets Benchmark,94,Meets Benchmark
,82,Rockingham County,400,Elkton Elementary,Fully Accredited,82,Meets Benchmark,71,Meets Benchmark,85,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,900,Elkton Middle,Fully Accredited,77,Meets Benchmark,84,Meets Benchmark,85,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,940,Fulks Run Elementary,Fully Accredited,77,Meets Benchmark,78,Meets Benchmark,76,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,960,J. Frank Hillyard Middle,Accredited with Warning,64,Warned,78,Meets Benchmark,80,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,1071,John C. Myers Elementary,Fully Accredited,83,Meets Benchmark,83,Meets Benchmark,90,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,970,John W. Wayland Elementary,Fully Accredited,77,Meets Benchmark,77,Meets Benchmark,87,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,500,Lacey Spring Elementary,Fully Accredited,78,Meets Benchmark,74,Meets Benchmark,80,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,360,Linville-Edom Elementary,Fully Accredited,77,Meets Benchmark,86,Meets Benchmark,81,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,600,McGaheysville Elementary,Fully Accredited,82,Meets Benchmark,75,Meets Benchmark,88,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,860,Montevideo Middle,Fully Accredited,80,Meets Benchmark,85,Meets Benchmark,85,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,520,Mountain View Elementary,Fully Accredited,78,Meets Benchmark,80,Meets Benchmark,82,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,920,Ottobine Elementary,Fully Accredited,78,Meets Benchmark,86,Meets Benchmark,86,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,1073,Peak View Elementary,Fully Accredited,86,Meets Benchmark,93,Meets Benchmark,89,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,10,Plains Elementary,Accredited with Warning,62,Warned,83,Meets Benchmark,80,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,950,Pleasant Valley Elementary,Fully Accredited,84,Meets Benchmark,81,Meets Benchmark,94,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,390,River Bend Elementary,Fully Accredited,79,Meets Benchmark,80,Meets Benchmark,86,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,830,South River Elementary,Fully Accredited,85,Meets Benchmark,84,Meets Benchmark,87,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,82,Rockingham County,20,Spotswood High,Fully Accredited,90,Meets Benchmark,93,Meets Benchmark,86,Meets Benchmark,92,Meets Benchmark,95,Meets Benchmark
,82,Rockingham County,850,Turner Ashby High,Fully Accredited,88,Meets Benchmark,94,Meets Benchmark,86,Meets Benchmark,85,Meets Benchmark,96,Meets Benchmark
,82,Rockingham County,890,Wilbur S. Pence Middle,Fully Accredited,76,Meets Benchmark,80,Meets Benchmark,77,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,83,Russell County,580,Belfast Elk Garden Elementary,Fully Accredited,86,Meets Benchmark,81,Meets Benchmark,89,Meets Benchmark,100,Meets Benchmark,-,Does not have a Graduating Class
,83,Russell County,792,Castlewood Elementary,Accredited with Warning,68,Warned,69,Warned,74,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,83,Russell County,791,Castlewood High,Fully Accredited,75,Meets Benchmark,75,Meets Benchmark,85,Meets Benchmark,80,Meets Benchmark,93,Meets Benchmark
,83,Russell County,820,Copper Creek Elementary,Accredited with Warning,68,Warned,69,Warned,74,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,83,Russell County,800,Givens Elementary,Fully Accredited,81,Meets Benchmark,78,Meets Benchmark,94,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,83,Russell County,890,Honaker Elementary,Fully Accredited,76,Meets Benchmark,75,Meets Benchmark,86,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,83,Russell County,540,Honaker High,Accredited with Warning,75,Meets Benchmark,57,Warned,67,Warned,84,Meets Benchmark,91,Meets Benchmark
,83,Russell County,410,Lebanon Elementary,Accredited with Warning,81,Meets Benchmark,66,Warned,91,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,83,Russell County,140,Lebanon High,Fully Accredited,80,Meets Benchmark,78,Meets Benchmark,87,Meets Benchmark,85,Meets Benchmark,93,Meets Benchmark
,83,Russell County,902,Lebanon Middle,Fully Accredited,81,Meets Benchmark,75,Meets Benchmark,83,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,83,Russell County,390,Lebanon Primary,Accredited with Warning,81,Meets Benchmark,66,Warned,91,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,83,Russell County,710,Swords Creek Elementary,Fully Accredited,81,Meets Benchmark,78,Meets Benchmark,94,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
Salem,139,Salem City,100,Andrew Lewis Middle,Fully Accredited,77,Meets Benchmark,81,Meets Benchmark,85,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
Salem,139,Salem City,550,East Salem Elementary,Fully Accredited,83,Meets Benchmark,80,Meets Benchmark,90,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
Salem,139,Salem City,90,G.W. Carver Elementary,Fully Accredited,78,Meets Benchmark,76,Meets Benchmark,87,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
Salem,139,Salem City,70,Salem High,Fully Accredited,92,Meets Benchmark,81,Meets Benchmark,96,Meets Benchmark,92,Meets Benchmark,95,Meets Benchmark
Salem,139,Salem City,580,South Salem Elementary,Fully Accredited,76,Meets Benchmark,83,Meets Benchmark,90,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
Salem,139,Salem City,460,West Salem Elementary,Fully Accredited,86,Meets Benchmark,80,Meets Benchmark,92,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,750,Duffield-Pattonsville Primary,Fully Accredited,77,Meets Benchmark,78,Meets Benchmark,92,Meets Benchmark,98,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,42,Dungannon Intermediate,Fully Accredited,75,Meets Benchmark,75,Meets Benchmark,70,Meets Benchmark,92,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,102,Fort Blackmore Primary,Fully Accredited,100,Meets Benchmark,100,Meets Benchmark,100,Meets Benchmark,100,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,770,Gate City High,Fully Accredited,95,Meets Benchmark,85,Meets Benchmark,94,Meets Benchmark,90,Meets Benchmark,95,Meets Benchmark
,84,Scott County,771,Gate City Middle,Fully Accredited,76,Meets Benchmark,82,Meets Benchmark,92,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,670,Hilton Elementary,Accredited with Warning,79,Meets Benchmark,63,Warned,87,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,220,Nickelsville Elementary,Fully Accredited,80,Meets Benchmark,80,Meets Benchmark,90,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,260,Rye Cove High,Fully Accredited,75,Meets Benchmark,77,Meets Benchmark,83,Meets Benchmark,82,Meets Benchmark,95,Meets Benchmark
,84,Scott County,20,Rye Cove Intermediate,Fully Accredited,83,Meets Benchmark,71,Meets Benchmark,80,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,641,Shoemaker Elementary,Fully Accredited,77,Meets Benchmark,82,Meets Benchmark,91,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,780,Twin Springs High,Fully Accredited,79,Meets Benchmark,92,Meets Benchmark,91,Meets Benchmark,84,Meets Benchmark,96,Meets Benchmark
,84,Scott County,740,Weber City Elementary,Fully Accredited,75,Meets Benchmark,76,Meets Benchmark,88,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,84,Scott County,790,Yuma Elementary,Fully Accredited,84,Meets Benchmark,89,Meets Benchmark,95,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
,85,Shenandoah County,820,Ashby Lee Elementary,Fully Accredited,76,Meets Benchmark,80,Meets Benchmark,79,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,85,Shenandoah County,780,Central High,Fully Accredited,87,Meets Benchmark,94,Meets Benchmark,92,Meets Benchmark,92,Meets Benchmark,98,Meets Benchmark
,85,Shenandoah County,40,North Fork Middle,Accredited with Warning,63,Warned,72,Meets Benchmark,76,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,85,Shenandoah County,30,Peter Muhlenberg Middle,Fully Accredited,78,Meets Benchmark,79,Meets Benchmark,87,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
,85,Shenandoah County,810,Sandy Hook Elementary,Fully Accredited,75,Meets Benchmark,75,Meets Benchmark,84,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,85,Shenandoah County,50,Signal Knob Middle,Accredited with Warning,69,Warned,65,Warned,80,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,85,Shenandoah County,790,Stonewall Jackson High,Fully Accredited,89,Meets Benchmark,93,Meets Benchmark,88,Meets Benchmark,90,Meets Benchmark,97,Meets Benchmark
,85,Shenandoah County,770,Strasburg High,Accredited with Warning,89,Meets Benchmark,68,Warned,84,Meets Benchmark,83,Meets Benchmark,95,Meets Benchmark
,85,Shenandoah County,20,W.W. Robinson Elementary,Accredited with Warning,61,Warned,63,Warned,83,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,290,Atkins Elementary,Fully Accredited,79,Meets Benchmark,78,Meets Benchmark,83,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,730,Chilhowie Elementary,Fully Accredited,75,Meets Benchmark,71,Meets Benchmark,82,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,460,Chilhowie High,Fully Accredited,86,Meets Benchmark,79,Meets Benchmark,86,Meets Benchmark,84,Meets Benchmark,95,Meets Benchmark
,86,Smyth County,851,Chilhowie Middle,Fully Accredited,79,Meets Benchmark,88,Meets Benchmark,85,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,710,Marion Elementary,Fully Accredited,81,Meets Benchmark,76,Meets Benchmark,82,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,680,Marion Middle,Accredited with Warning,68,Warned,73,Meets Benchmark,75,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,700,Marion Senior High,Accredited with Warning,79,Meets Benchmark,61,Warned,86,Meets Benchmark,74,Meets Benchmark,93,Meets Benchmark
,86,Smyth County,250,Northwood High,Fully Accredited,86,Meets Benchmark,73,Meets Benchmark,86,Meets Benchmark,80,Meets Benchmark,90,Meets Benchmark
,86,Smyth County,120,Northwood Middle,Accredited with Warning,75,Meets Benchmark,60,Warned,80,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,690,Oak Point Elementary,Fully Accredited,78,Meets Benchmark,70,Meets Benchmark,82,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,720,Rich Valley Elementary,Fully Accredited,77,Meets Benchmark,85,Meets Benchmark,92,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,740,Saltville Elementary,Fully Accredited,77,Meets Benchmark,70,Meets Benchmark,84,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,86,Smyth County,555,Sugar Grove Elementary,Conditionally Accredited,-,Not Tested,-,Not Tested,-,Not Tested,-,Not Tested,-,Does not have a Graduating Class
,87,Southampton County,710,Capron Elementary,Accredited with Warning,67,Warned,82,Meets Benchmark,76,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,87,Southampton County,20,Meherrin Elementary,Fully Accredited,77,Meets Benchmark,86,Meets Benchmark,89,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,87,Southampton County,10,Nottoway Elementary,Fully Accredited,75,Meets Benchmark,85,Meets Benchmark,90,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,87,Southampton County,780,Riverdale Elementary,Accredited with Warning,63,Warned,79,Meets Benchmark,79,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,87,Southampton County,690,Southampton High,Fully Accredited,91,Meets Benchmark,88,Meets Benchmark,92,Meets Benchmark,85,Meets Benchmark,87,Meets Benchmark
,87,Southampton County,700,Southampton Middle,Fully Accredited,75,Meets Benchmark,75,Meets Benchmark,72,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,88,Spotsylvania County,10,Battlefield Elementary,Fully Accredited,80,Meets Benchmark,74,Meets Benchmark,89,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,88,Spotsylvania County,50,Battlefield Middle,Accredited with Warning,76,Meets Benchmark,69,Warned,78,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,88,Spotsylvania County,340,Berkeley Elementary,Fully Accredited,78,Meets Benchmark,80,Meets Benchmark,80,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,88,Spotsylvania County,400,Brock Road Elementary,Fully Accredited,75,Meets Benchmark,78,Meets Benchmark,80,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,88,Spotsylvania County,511,Cedar Forest Elementary,Accredited with Warning,69,Warned,74,Meets Benchmark,85,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,88,Spotsylvania County,40,Chancellor Elementary,Fully Accredited,84,Meets Benchmark,86,Meets Benchmark,95,Meets Benchmark,93,Meets Benchmark,-,Does not have a Graduating Class
,88,Spotsylvania County,381,Chancellor High,Fully Accredited,79,Meets Benchmark,75,Meets Benchmark,82,Meets Benchmark,79,Meets Benchmark,90,Meets Benchmark
,88,Spotsylvania County,382,Chancellor Middle,Accredited with Warning,75,Meets Benchmark,65,Warned,73,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
